index,SKU Code,Design No.,Stock,Size,Color,BrandCode,CategoryName
5038,JNE3622-KR-XL,JNE3622,1,XL,Black,KURTA,
5039,JNE3622-KR-XS,JNE3622,25,XS,Black,KURTA,
5040,JNE3622-KR-XXL,JNE3622,6,XXL,Black,KURTA,
5041,JNE3622-KR-XXXL,JNE3622,2,XXXL,Black,KURTA,
5042,JNE3623-KR-L,JNE3623,0,L,Green,KURTA,
5043,JNE3623-KR-M,JNE3623,2,M,Green,KURTA,
5044,JNE3623-KR-S,JNE3623,2,S,Green,KURTA,
5045,JNE3623-KR-XL,JNE3623,0,XL,Green,KURTA,
5046,JNE3623-KR-XS,JNE3623,6,XS,Green,KURTA,
5047,JNE3623-KR-XXL,JNE3623,0,XXL,Green,KURTA,
5048,JNE3623-KR-XXXL,JNE3623,8,XXXL,Green,KURTA,
5049,JNE3624-KR-L,JNE3624,0,L,Taupe,KURTA,
5050,JNE3624-KR-M,JNE3624,0,M,Taupe,KURTA,
5051,JNE3624-KR-S,JNE3624,3,S,Taupe,KURTA,
5052,JNE3624-KR-XL,JNE3624,1,XL,Taupe,KURTA,
5054,JNE3624-KR-XXL,JNE3624,1,XXL,Taupe,KURTA,
5055,JNE3625-DR-L,JNE3625,5,L,Peach,DRESS,
5056,JNE3625-DR-M,JNE3625,9,M,Peach,DRESS,
5057,JNE3625-DR-S,JNE3625,32,S,Peach,DRESS,
5058,JNE3625-DR-XL,JNE3625,8,XL,Peach,DRESS,
5059,JNE3625-DR-XS,JNE3625,38,XS,Peach,DRESS,
5060,JNE3625-DR-XXL,JNE3625,21,XXL,Peach,DRESS,
5061,JNE3625-DR-XXXL,JNE3625,31,XXXL,Peach,DRESS,
5062,JNE3626-KR-L,JNE3626,1,L,Black,KURTA,
5063,JNE3626-KR-M,JNE3626,2,M,Black,KURTA,
5064,JNE3626-KR-S,JNE3626,4,S,Black,KURTA,
5065,JNE3626-KR-XL,JNE3626,1,XL,Black,KURTA,
5066,JNE3626-KR-XXL,JNE3626,2,XXL,Black,KURTA,
5067,JNE3627-KR-L,JNE3627,2,L,Turquoise Blue,KURTA,
5068,JNE3627-KR-M,JNE3627,4,M,Turquoise Blue,KURTA,
5069,JNE3627-KR-S,JNE3627,3,S,Turquoise Blue,KURTA,
5070,JNE3627-KR-XL,JNE3627,4,XL,Turquoise Blue,KURTA,
5071,JNE3627-KR-XS,JNE3627,7,XS,Turquoise Blue,KURTA,
5072,JNE3627-KR-XXL,JNE3627,3,XXL,Turquoise Blue,KURTA,
5073,JNE3627-KR-XXXL,JNE3627,2,XXXL,Turquoise Blue,KURTA,
5074,JNE3628-KR-L,JNE3628,3,L,Brown,KURTA,
5075,JNE3628-KR-M,JNE3628,2,M,Brown,KURTA,
5076,JNE3628-KR-S,JNE3628,37,S,Brown,KURTA,
5077,JNE3628-KR-XL,JNE3628,2,XL,Brown,KURTA,
5078,JNE3628-KR-XS,JNE3628,56,XS,Brown,KURTA,
5079,JNE3628-KR-XXL,JNE3628,6,XXL,Brown,KURTA,
5080,JNE3628-KR-XXXL,JNE3628,34,XXXL,Brown,KURTA,
5081,JNE3629-KR-L,JNE3629,3,L,Green,KURTA,
5082,JNE3629-KR-M,JNE3629,1,M,Green,KURTA,
5083,JNE3629-KR-S,JNE3629,10,S,Green,KURTA,
5084,JNE3629-KR-XL,JNE3629,2,XL,Green,KURTA,
5085,JNE3629-KR-XS,JNE3629,21,XS,Green,KURTA,
5086,JNE3629-KR-XXL,JNE3629,1,XXL,Green,KURTA,
5087,JNE3629-KR-XXXL,JNE3629,7,XXXL,Green,KURTA,
5088,JNE3630-KR-L,JNE3630,11,L,Blue,KURTA,
5089,JNE3630-KR-M,JNE3630,9,M,Blue,KURTA,
5090,JNE3630-KR-S,JNE3630,16,S,Blue,KURTA,
5091,JNE3630-KR-XL,JNE3630,8,XL,Blue,KURTA,
5092,JNE3630-KR-XS,JNE3630,17,XS,Blue,KURTA,
5093,JNE3630-KR-XXL,JNE3630,4,XXL,Blue,KURTA,
5094,JNE3630-KR-XXXL,JNE3630,4,XXXL,Blue,KURTA,
5095,JNE3631-DR-L,JNE3631,1,L,Blue,DRESS,
5096,JNE3631-DR-M,JNE3631,2,M,Blue,DRESS,
5097,JNE3631-DR-S,JNE3631,5,S,Blue,DRESS,
5098,JNE3631-DR-XL,JNE3631,2,XL,Blue,DRESS,
5099,JNE3631-DR-XS,JNE3631,4,XS,Blue,DRESS,
5100,JNE3631-DR-XXL,JNE3631,2,XXL,Blue,DRESS,
5101,JNE3631-DR-XXXL,JNE3631,2,XXXL,Blue,DRESS,
5102,JNE3633-KR-L,JNE3633,52,L,Green,KURTA,
5103,JNE3633-KR-M,JNE3633,55,M,Green,KURTA,
5104,JNE3633-KR-S,JNE3633,30,S,Green,KURTA,
5105,JNE3633-KR-XL,JNE3633,27,XL,Green,KURTA,
5106,JNE3633-KR-XS,JNE3633,8,XS,Green,KURTA,
5107,JNE3633-KR-XXL,JNE3633,11,XXL,Green,KURTA,
5108,JNE3633-KR-XXXL,JNE3633,13,XXXL,Green,KURTA,
5109,JNE3634-KR-L,JNE3634,19,L,Teal,KURTA,
5110,JNE3634-KR-M,JNE3634,21,M,Teal,KURTA,
5111,JNE3634-KR-S,JNE3634,54,S,Teal,KURTA,
5112,JNE3634-KR-XL,JNE3634,9,XL,Teal,KURTA,
5113,JNE3634-KR-XS,JNE3634,29,XS,Teal,KURTA,
5114,JNE3634-KR-XXL,JNE3634,103,XXL,Teal,KURTA,
5115,JNE3634-KR-XXXL,JNE3634,3,XXXL,Teal,KURTA,
5116,JNE3635-KR-L,JNE3635,105,L,Maroon,KURTA,
5117,JNE3635-KR-M,JNE3635,102,M,Maroon,KURTA,
5118,JNE3635-KR-S,JNE3635,101,S,Maroon,KURTA,
5119,JNE3635-KR-XL,JNE3635,88,XL,Maroon,KURTA,
5120,JNE3635-KR-XS,JNE3635,23,XS,Maroon,KURTA,
5121,JNE3635-KR-XXL,JNE3635,87,XXL,Maroon,KURTA,
5122,JNE3635-KR-XXXL,JNE3635,7,XXXL,Maroon,KURTA,
5123,JNE3636-KR-L,JNE3636,51,L,Maroon,KURTA,
5124,JNE3636-KR-M,JNE3636,62,M,Maroon,KURTA,
5125,JNE3636-KR-S,JNE3636,14,S,Maroon,KURTA,
5126,JNE3636-KR-XL,JNE3636,61,XL,Maroon,KURTA,
5127,JNE3636-KR-XS,JNE3636,7,XS,Maroon,KURTA,
5128,JNE3636-KR-XXL,JNE3636,74,XXL,Maroon,KURTA,
5129,JNE3636-KR-XXXL,JNE3636,8,XXXL,Maroon,KURTA,
5130,JNE3637-KR-L,JNE3637,2,L,Charcoal,KURTA,
5131,JNE3637-KR-M,JNE3637,11,M,Charcoal,KURTA,
5132,JNE3637-KR-S,JNE3637,53,S,Charcoal,KURTA,
5133,JNE3637-KR-XL,JNE3637,1,XL,Charcoal,KURTA,
5134,JNE3637-KR-XS,JNE3637,27,XS,Charcoal,KURTA,
5135,JNE3637-KR-XXL,JNE3637,2,XXL,Charcoal,KURTA,
5136,JNE3637-KR-XXXL,JNE3637,12,XXXL,Charcoal,KURTA,
5137,JNE3638-KR-L,JNE3638,58,L,Orange,KURTA,
5138,JNE3638-KR-M,JNE3638,72,M,Orange,KURTA,
5139,JNE3638-KR-S,JNE3638,28,S,Orange,KURTA,
5140,JNE3638-KR-XL,JNE3638,73,XL,Orange,KURTA,
5141,JNE3638-KR-XS,JNE3638,37,XS,Orange,KURTA,
5142,JNE3638-KR-XXL,JNE3638,21,XXL,Orange,KURTA,
5143,JNE3638-KR-XXXL,JNE3638,29,XXXL,Orange,KURTA,
5144,JNE3639-TP-L,JNE3639,30,L,Maroon,TOP,
5145,JNE3639-TP-M,JNE3639,8,M,Maroon,TOP,
5146,JNE3639-TP-S,JNE3639,10,S,Maroon,TOP,
5147,JNE3639-TP-XL,JNE3639,5,XL,Maroon,TOP,
5148,JNE3639-TP-XS,JNE3639,21,XS,Maroon,TOP,
5149,JNE3639-TP-XXL,JNE3639,15,XXL,Maroon,TOP,
5151,JNE3640-TP-L,JNE3640,61,L,Green,TOP,
5152,JNE3640-TP-M,JNE3640,56,M,Green,TOP,
5153,JNE3640-TP-S,JNE3640,6,S,Green,TOP,
5154,JNE3640-TP-XL,JNE3640,6,XL,Green,TOP,
5155,JNE3640-TP-XS,JNE3640,18,XS,Green,TOP,
5156,JNE3640-TP-XXL,JNE3640,3,XXL,Green,TOP,
5157,JNE3641-TP-L,JNE3641,0,L,Black,TOP,
5158,JNE3641-TP-M,JNE3641,0,M,Black,TOP,
5159,JNE3641-TP-S,JNE3641,4,S,Black,TOP,
5160,JNE3641-TP-XL,JNE3641,0,XL,Black,TOP,
5161,JNE3641-TP-XS,JNE3641,3,XS,Black,TOP,
5162,JNE3641-TP-XXL,JNE3641,2,XXL,Black,TOP,
5163,JNE3642-TP-L,JNE3642,2,L,Peach,TOP,
5164,JNE3642-TP-M,JNE3642,0,M,Peach,TOP,
5165,JNE3642-TP-S,JNE3642,0,S,Peach,TOP,
5166,JNE3642-TP-XL,JNE3642,3,XL,Peach,TOP,
5167,JNE3642-TP-XS,JNE3642,3,XS,Peach,TOP,
5168,JNE3642-TP-XXL,JNE3642,3,XXL,Peach,TOP,
5169,JNE3643-TP-L,JNE3643,0,L,Cream,TOP,
5170,JNE3643-TP-M,JNE3643,1,M,Cream,TOP,
5171,JNE3643-TP-S,JNE3643,2,S,Cream,TOP,
5172,JNE3643-TP-XL,JNE3643,2,XL,Cream,TOP,
5173,JNE3643-TP-XS,JNE3643,4,XS,Cream,TOP,
5174,JNE3643-TP-XXL,JNE3643,2,XXL,Cream,TOP,
5175,JNE3644-TP-L,JNE3644,1,L,Blue,TOP,
5176,JNE3644-TP-M,JNE3644,0,M,Blue,TOP,
5177,JNE3644-TP-S,JNE3644,1,S,Blue,TOP,
5178,JNE3644-TP-XL,JNE3644,3,XL,Blue,TOP,
5179,JNE3644-TP-XS,JNE3644,1,XS,Blue,TOP,
5180,JNE3644-TP-XXL,JNE3644,3,XXL,Blue,TOP,
5181,JNE3645-TP-L,JNE3645,205,L,Red,TOP,
5182,JNE3645-TP-M,JNE3645,214,M,Red,TOP,
5183,JNE3645-TP-S,JNE3645,315,S,Red,TOP,
5184,JNE3645-TP-XL,JNE3645,81,XL,Red,TOP,
5185,JNE3645-TP-XS,JNE3645,288,XS,Red,TOP,
5186,JNE3645-TP-XXL,JNE3645,99,XXL,Red,TOP,
5188,JNE3647-TP-L,JNE3647,1,L,Pink,TOP,
5189,JNE3647-TP-M,JNE3647,2,M,Pink,TOP,
5190,JNE3647-TP-S,JNE3647,2,S,Pink,TOP,
5191,JNE3647-TP-XL,JNE3647,1,XL,Pink,TOP,
5192,JNE3647-TP-XS,JNE3647,6,XS,Pink,TOP,
5193,JNE3647-TP-XXL,JNE3647,1,XXL,Pink,TOP,
5194,JNE3648-TP-L,JNE3648,6,L,Cream,TOP,
5195,JNE3648-TP-M,JNE3648,3,M,Cream,TOP,
5196,JNE3648-TP-S,JNE3648,7,S,Cream,TOP,
5197,JNE3648-TP-XL,JNE3648,5,XL,Cream,TOP,
5198,JNE3648-TP-XS,JNE3648,4,XS,Cream,TOP,
5199,JNE3648-TP-XXL,JNE3648,7,XXL,Cream,TOP,
5200,JNE3649-TP-L,JNE3649,1,L,Black,TOP,
5201,JNE3649-TP-M,JNE3649,0,M,Black,TOP,
5202,JNE3649-TP-S,JNE3649,2,S,Black,TOP,
5203,JNE3649-TP-XL,JNE3649,3,XL,Black,TOP,
5204,JNE3649-TP-XS,JNE3649,4,XS,Black,TOP,
5205,JNE3649-TP-XXL,JNE3649,2,XXL,Black,TOP,
5206,JNE3651-TP-L,JNE3651,19,L,Maroon,TOP,
5207,JNE3651-TP-M,JNE3651,7,M,Maroon,TOP,
5208,JNE3651-TP-S,JNE3651,11,S,Maroon,TOP,
5209,JNE3651-TP-XL,JNE3651,3,XL,Maroon,TOP,
5210,JNE3651-TP-XS,JNE3651,19,XS,Maroon,TOP,
5211,JNE3651-TP-XXL,JNE3651,6,XXL,Maroon,TOP,
5212,JNE3652-TP-L,JNE3652,9,L,OFF WHITE,TOP,
5213,JNE3652-TP-M,JNE3652,3,M,OFF WHITE,TOP,
5214,JNE3652-TP-S,JNE3652,2,S,OFF WHITE,TOP,
5215,JNE3652-TP-XL,JNE3652,5,XL,OFF WHITE,TOP,
5216,JNE3652-TP-XS,JNE3652,2,XS,OFF WHITE,TOP,
5217,JNE3652-TP-XXL,JNE3652,4,XXL,OFF WHITE,TOP,
5218,JNE3652-TP-XXXL,JNE3652,1,XXXL,OFF WHITE,TOP,
5219,JNE3653-TP-L,JNE3653,2,L,Cream,TOP,
5220,JNE3653-TP-M,JNE3653,1,M,Cream,TOP,
5221,JNE3653-TP-S,JNE3653,0,S,Cream,TOP,
5222,JNE3653-TP-XL,JNE3653,4,XL,Cream,TOP,
5223,JNE3653-TP-XS,JNE3653,3,XS,Cream,TOP,
5224,JNE3653-TP-XXL,JNE3653,3,XXL,Cream,TOP,
5225,JNE3654-TP-L,JNE3654,7,L,Blue,TOP,
5226,JNE3654-TP-M,JNE3654,4,M,Blue,TOP,
5227,JNE3654-TP-S,JNE3654,2,S,Blue,TOP,
5228,JNE3654-TP-XL,JNE3654,11,XL,Blue,TOP,
5229,JNE3654-TP-XS,JNE3654,3,XS,Blue,TOP,
5230,JNE3654-TP-XXL,JNE3654,4,XXL,Blue,TOP,
5231,JNE3655-TP-L,JNE3655,27,L,Blue,TOP,
5232,JNE3655-TP-M,JNE3655,1,M,Blue,TOP,
5233,JNE3655-TP-S,JNE3655,12,S,Blue,TOP,
5234,JNE3655-TP-XL,JNE3655,33,XL,Blue,TOP,
5235,JNE3655-TP-XS,JNE3655,8,XS,Blue,TOP,
5236,JNE3655-TP-XXL,JNE3655,35,XXL,Blue,TOP,
5237,JNE3656-TP-L,JNE3656,70,L,Black,TOP,
5238,JNE3656-TP-M,JNE3656,52,M,Black,TOP,
5239,JNE3656-TP-S,JNE3656,49,S,Black,TOP,
5240,JNE3656-TP-XL,JNE3656,67,XL,Black,TOP,
5241,JNE3656-TP-XS,JNE3656,26,XS,Black,TOP,
5242,JNE3656-TP-XXL,JNE3656,54,XXL,Black,TOP,
5243,JNE3657-TP-L,JNE3657,2,L,Black,TOP,
5244,JNE3657-TP-M,JNE3657,2,M,Black,TOP,
5245,JNE3657-TP-S,JNE3657,0,S,Black,TOP,
5246,JNE3657-TP-XL,JNE3657,2,XL,Black,TOP,
5247,JNE3657-TP-XS,JNE3657,3,XS,Black,TOP,
5248,JNE3657-TP-XXL,JNE3657,2,XXL,Black,TOP,
5250,JNE3658-TP-L,JNE3658,6,L,White,TOP,
5251,JNE3658-TP-M,JNE3658,3,M,White,TOP,
5252,JNE3658-TP-S,JNE3658,5,S,White,TOP,
5253,JNE3658-TP-XL,JNE3658,21,XL,White,TOP,
5254,JNE3658-TP-XS,JNE3658,2,XS,White,TOP,
5255,JNE3658-TP-XXL,JNE3658,4,XXL,White,TOP,
5256,JNE3659-TP-L,JNE3659,29,L,Teal,TOP,
5257,JNE3659-TP-M,JNE3659,123,M,Teal,TOP,
5258,JNE3659-TP-S,JNE3659,77,S,Teal,TOP,
5259,JNE3659-TP-XL,JNE3659,76,XL,Teal,TOP,
5260,JNE3659-TP-XS,JNE3659,12,XS,Teal,TOP,
5261,JNE3659-TP-XXL,JNE3659,47,XXL,Teal,TOP,
5262,JNE3660-TP-L,JNE3660,16,L,Sky Blue,TOP,
5263,JNE3660-TP-M,JNE3660,11,M,Sky Blue,TOP,
5264,JNE3660-TP-S,JNE3660,17,S,Sky Blue,TOP,
5265,JNE3660-TP-XL,JNE3660,19,XL,Sky Blue,TOP,
5266,JNE3660-TP-XS,JNE3660,10,XS,Sky Blue,TOP,
5267,JNE3660-TP-XXL,JNE3660,11,XXL,Sky Blue,TOP,
5268,JNE3661-TP-L,JNE3661,2,L,Pink,TOP,
5269,JNE3661-TP-M,JNE3661,0,M,Pink,TOP,
5270,JNE3661-TP-S,JNE3661,0,S,Pink,TOP,
5271,JNE3661-TP-XL,JNE3661,5,XL,Pink,TOP,
5272,JNE3661-TP-XS,JNE3661,2,XS,Pink,TOP,
5273,JNE3661-TP-XXL,JNE3661,5,XXL,Pink,TOP,
5274,JNE3662-TP-L,JNE3662,1,L,Peach,TOP,
5275,JNE3662-TP-M,JNE3662,2,M,Peach,TOP,
5276,JNE3662-TP-S,JNE3662,4,S,Peach,TOP,
5277,JNE3662-TP-XL,JNE3662,2,XL,Peach,TOP,
5278,JNE3662-TP-XS,JNE3662,6,XS,Peach,TOP,
5279,JNE3662-TP-XXL,JNE3662,4,XXL,Peach,TOP,
5280,JNE3663-TP-L,JNE3663,2,L,Grey,TOP,
5281,JNE3663-TP-M,JNE3663,3,M,Grey,TOP,
5282,JNE3663-TP-S,JNE3663,1,S,Grey,TOP,
5283,JNE3663-TP-XL,JNE3663,1,XL,Grey,TOP,
5284,JNE3663-TP-XS,JNE3663,0,XS,Grey,TOP,
5285,JNE3663-TP-XXL,JNE3663,2,XXL,Grey,TOP,
5286,JNE3664-TP-L,JNE3664,2,L,Green,TOP,
5287,JNE3664-TP-M,JNE3664,2,M,Green,TOP,
5288,JNE3664-TP-S,JNE3664,8,S,Green,TOP,
5289,JNE3664-TP-XL,JNE3664,2,XL,Green,TOP,
5290,JNE3664-TP-XS,JNE3664,11,XS,Green,TOP,
5291,JNE3664-TP-XXL,JNE3664,0,XXL,Green,TOP,
5292,JNE3665-TP-L,JNE3665,43,L,Grey,TOP,
5293,JNE3665-TP-M,JNE3665,39,M,Grey,TOP,
5294,JNE3665-TP-S,JNE3665,1,S,Grey,TOP,
5295,JNE3665-TP-XL,JNE3665,5,XL,Grey,TOP,
5296,JNE3665-TP-XS,JNE3665,8,XS,Grey,TOP,
5297,JNE3665-TP-XXL,JNE3665,5,XXL,Grey,TOP,
5298,JNE3666-TP-L,JNE3666,2,L,Beige,TOP,
5299,JNE3666-TP-M,JNE3666,2,M,Beige,TOP,
5300,JNE3666-TP-S,JNE3666,3,S,Beige,TOP,
5301,JNE3666-TP-XL,JNE3666,5,XL,Beige,TOP,
5302,JNE3666-TP-XS,JNE3666,0,XS,Beige,TOP,
5303,JNE3666-TP-XXL,JNE3666,17,XXL,Beige,TOP,
5304,JNE3667-TP-L,JNE3667,3,L,Mustard,TOP,
5305,JNE3667-TP-M,JNE3667,4,M,Mustard,TOP,
5306,JNE3667-TP-S,JNE3667,6,S,Mustard,TOP,
5307,JNE3667-TP-XL,JNE3667,7,XL,Mustard,TOP,
5308,JNE3667-TP-XS,JNE3667,5,XS,Mustard,TOP,
5309,JNE3667-TP-XXL,JNE3667,4,XXL,Mustard,TOP,
5310,JNE3668-TP-L,JNE3668,2,L,Maroon,TOP,
5311,JNE3668-TP-M,JNE3668,7,M,Maroon,TOP,
5312,JNE3668-TP-S,JNE3668,6,S,Maroon,TOP,
5313,JNE3668-TP-XL,JNE3668,2,XL,Maroon,TOP,
5314,JNE3668-TP-XS,JNE3668,13,XS,Maroon,TOP,
5315,JNE3668-TP-XXL,JNE3668,2,XXL,Maroon,TOP,
5316,JNE3669-TU-L,JNE3669,1,L,Blue,TUNIC,
5317,JNE3669-TU-M,JNE3669,2,M,Blue,TUNIC,
5318,JNE3669-TU-S,JNE3669,3,S,Blue,TUNIC,
5319,JNE3669-TU-XL,JNE3669,3,XL,Blue,TUNIC,
5320,JNE3669-TU-XS,JNE3669,2,XS,Blue,TUNIC,
5321,JNE3669-TU-XXL,JNE3669,3,XXL,Blue,TUNIC,
5322,JNE3669-TU-XXXL,JNE3669,3,XXXL,Blue,TUNIC,
5323,JNE3670-TU-L,JNE3670,3,L,White,TUNIC,
5324,JNE3670-TU-M,JNE3670,2,M,White,TUNIC,
5325,JNE3670-TU-S,JNE3670,3,S,White,TUNIC,
5326,JNE3670-TU-XL,JNE3670,4,XL,White,TUNIC,
5327,JNE3670-TU-XS,JNE3670,5,XS,White,TUNIC,
5328,JNE3670-TU-XXL,JNE3670,2,XXL,White,TUNIC,
5329,JNE3670-TU-XXXL,JNE3670,2,XXXL,White,TUNIC,
5330,JNE3671-TU-L,JNE3671,3,L,Pink,TUNIC,
5331,JNE3671-TU-M,JNE3671,7,M,Pink,TUNIC,
5332,JNE3671-TU-S,JNE3671,8,S,Pink,TUNIC,
5333,JNE3671-TU-XL,JNE3671,14,XL,Pink,TUNIC,
5334,JNE3671-TU-XS,JNE3671,4,XS,Pink,TUNIC,
5335,JNE3671-TU-XXL,JNE3671,3,XXL,Pink,TUNIC,
5336,JNE3671-TU-XXXL,JNE3671,6,XXXL,Pink,TUNIC,
5337,JNE3672-TU-L,JNE3672,2,L,Red,TOP,
5338,JNE3672-TU-M,JNE3672,1,M,Red,TOP,
5339,JNE3672-TU-S,JNE3672,3,S,Red,TOP,
5340,JNE3672-TU-XL,JNE3672,0,XL,Red,TOP,
5341,JNE3672-TU-XS,JNE3672,10,XS,Red,TOP,
5342,JNE3672-TU-XXL,JNE3672,3,XXL,Red,TOP,
5343,JNE3672-TU-XXXL,JNE3672,3,XXXL,Red,TOP,
5344,JNE3673-TU-L,JNE3673,1,L,Mustard,TOP,
5345,JNE3673-TU-M,JNE3673,6,M,Mustard,TOP,
5346,JNE3673-TU-S,JNE3673,3,S,Mustard,TOP,
5347,JNE3673-TU-XL,JNE3673,3,XL,Mustard,TOP,
5348,JNE3673-TU-XS,JNE3673,11,XS,Mustard,TOP,
5349,JNE3673-TU-XXL,JNE3673,2,XXL,Mustard,TOP,
5350,JNE3673-TU-XXXL,JNE3673,2,XXXL,Mustard,TOP,
5351,JNE3674-TU-L,JNE3674,29,L,Black,TOP,
5352,JNE3674-TU-M,JNE3674,130,M,Black,TOP,
5353,JNE3674-TU-S,JNE3674,12,S,Black,TOP,
5354,JNE3674-TU-XL,JNE3674,63,XL,Black,TOP,
5355,JNE3674-TU-XS,JNE3674,9,XS,Black,TOP,
5356,JNE3674-TU-XXL,JNE3674,38,XXL,Black,TOP,
5357,JNE3674-TU-XXXL,JNE3674,32,XXXL,Black,TOP,
5358,JNE3675-TU-L,JNE3675,37,L,Pink,TUNIC,
5359,JNE3675-TU-M,JNE3675,16,M,Pink,TUNIC,
5360,JNE3675-TU-S,JNE3675,30,S,Pink,TUNIC,
5361,JNE3675-TU-XL,JNE3675,23,XL,Pink,TUNIC,
5362,JNE3675-TU-XS,JNE3675,20,XS,Pink,TUNIC,
5363,JNE3675-TU-XXL,JNE3675,17,XXL,Pink,TUNIC,
5364,JNE3675-TU-XXXL,JNE3675,35,XXXL,Pink,TUNIC,
5365,JNE3676-TU-L,JNE3676,79,L,Red,TUNIC,
5366,JNE3676-TU-M,JNE3676,4,M,Red,TUNIC,
5367,JNE3676-TU-S,JNE3676,42,S,Red,TUNIC,
5368,JNE3676-TU-XL,JNE3676,43,XL,Red,TUNIC,
5369,JNE3676-TU-XS,JNE3676,10,XS,Red,TUNIC,
5370,JNE3676-TU-XXL,JNE3676,4,XXL,Red,TUNIC,
5371,JNE3676-TU-XXXL,JNE3676,1,XXXL,Red,TUNIC,
5372,JNE3678-TU-L,JNE3678,3,L,Blue,TUNIC,
5373,JNE3678-TU-M,JNE3678,2,M,Blue,TUNIC,
5374,JNE3678-TU-S,JNE3678,7,S,Blue,TUNIC,
5375,JNE3678-TU-XL,JNE3678,4,XL,Blue,TUNIC,
5376,JNE3678-TU-XS,JNE3678,7,XS,Blue,TUNIC,
5377,JNE3678-TU-XXL,JNE3678,3,XXL,Blue,TUNIC,
5378,JNE3678-TU-XXXL,JNE3678,3,XXXL,Blue,TUNIC,
5379,JNE3679-TU-L,JNE3679,3,L,Blue,TUNIC,
5380,JNE3679-TU-M,JNE3679,1,M,Blue,TUNIC,
5381,JNE3679-TU-S,JNE3679,2,S,Blue,TUNIC,
5382,JNE3679-TU-XL,JNE3679,2,XL,Blue,TUNIC,
5383,JNE3679-TU-XS,JNE3679,2,XS,Blue,TUNIC,
5384,JNE3679-TU-XXL,JNE3679,2,XXL,Blue,TUNIC,
5385,JNE3679-TU-XXXL,JNE3679,2,XXXL,Blue,TUNIC,
5386,JNE3680-TU-L,JNE3680,157,L,Grey,TUNIC,
5387,JNE3680-TU-M,JNE3680,106,M,Grey,TUNIC,
5388,JNE3680-TU-S,JNE3680,73,S,Grey,TUNIC,
5389,JNE3680-TU-XL,JNE3680,145,XL,Grey,TUNIC,
5390,JNE3680-TU-XS,JNE3680,51,XS,Grey,TUNIC,
5391,JNE3680-TU-XXL,JNE3680,78,XXL,Grey,TUNIC,
5392,JNE3680-TU-XXXL,JNE3680,9,XXXL,Grey,TUNIC,
5393,JNE3683-TU-L,JNE3683,0,L,Pink,TUNIC,
5394,JNE3683-TU-M,JNE3683,2,M,Pink,TUNIC,
5395,JNE3683-TU-S,JNE3683,1,S,Pink,TUNIC,
5396,JNE3683-TU-XL,JNE3683,1,XL,Pink,TUNIC,
5397,JNE3683-TU-XS,JNE3683,7,XS,Pink,TUNIC,
5398,JNE3683-TU-XXL,JNE3683,2,XXL,Pink,TUNIC,
5399,JNE3683-TU-XXXL,JNE3683,3,XXXL,Pink,TUNIC,
5400,JNE3684-TU-L,JNE3684,2,L,Red,TUNIC,
5401,JNE3684-TU-M,JNE3684,3,M,Red,TUNIC,
5402,JNE3684-TU-S,JNE3684,5,S,Red,TUNIC,
5403,JNE3684-TU-XL,JNE3684,2,XL,Red,TUNIC,
5404,JNE3684-TU-XS,JNE3684,9,XS,Red,TUNIC,
5405,JNE3684-TU-XXL,JNE3684,0,XXL,Red,TUNIC,
5406,JNE3684-TU-XXXL,JNE3684,1,XXXL,Red,TUNIC,
5407,JNE3686-TU-L,JNE3686,3,L,White,TUNIC,
5408,JNE3686-TU-M,JNE3686,2,M,White,TUNIC,
5409,JNE3686-TU-S,JNE3686,3,S,White,TUNIC,
5410,JNE3686-TU-XL,JNE3686,2,XL,White,TUNIC,
5411,JNE3686-TU-XS,JNE3686,1,XS,White,TUNIC,
5412,JNE3686-TU-XXL,JNE3686,5,XXL,White,TUNIC,
5413,JNE3686-TU-XXXL,JNE3686,2,XXXL,White,TUNIC,
5414,JNE3687-TU-L,JNE3687,37,L,Black,TUNIC,
5415,JNE3687-TU-M,JNE3687,41,M,Black,TUNIC,
5416,JNE3687-TU-S,JNE3687,35,S,Black,TUNIC,
5417,JNE3687-TU-XL,JNE3687,9,XL,Black,TUNIC,
5418,JNE3687-TU-XS,JNE3687,19,XS,Black,TUNIC,
5419,JNE3687-TU-XXL,JNE3687,11,XXL,Black,TUNIC,
5420,JNE3687-TU-XXXL,JNE3687,22,XXXL,Black,TUNIC,
5421,JNE3688-TU-L,JNE3688,38,L,Green,TUNIC,
5422,JNE3688-TU-M,JNE3688,49,M,Green,TUNIC,
5423,JNE3688-TU-S,JNE3688,57,S,Green,TUNIC,
5424,JNE3688-TU-XL,JNE3688,39,XL,Green,TUNIC,
5425,JNE3688-TU-XS,JNE3688,2,XS,Green,TUNIC,
5426,JNE3688-TU-XXL,JNE3688,22,XXL,Green,TUNIC,
5427,JNE3688-TU-XXXL,JNE3688,22,XXXL,Green,TUNIC,
5428,JNE3689-TU-L,JNE3689,0,L,Navy Blue,TUNIC,
5429,JNE3689-TU-M,JNE3689,3,M,Navy Blue,TUNIC,
5430,JNE3689-TU-S,JNE3689,3,S,Navy Blue,TUNIC,
5431,JNE3689-TU-XL,JNE3689,17,XL,Navy Blue,TUNIC,
5432,JNE3689-TU-XS,JNE3689,3,XS,Navy Blue,TUNIC,
5433,JNE3689-TU-XXL,JNE3689,12,XXL,Navy Blue,TUNIC,
5434,JNE3689-TU-XXXL,JNE3689,15,XXXL,Navy Blue,TUNIC,
