ProductKey,SKU Code,Design No.,Size,Color,BrandCode,CategoryName
4572,JNE3534-KR-XXL,JNE3534,XXL,Turquoise,KURTA,
4573,JNE3534-KR-XXXL,JNE3534,XXXL,Turquoise,KURTA,
4574,JNE3535-KR-L,JNE3535,L,Turquoise,KURTA,
4575,JNE3535-KR-M,JNE3535,M,Turquoise,KURTA,
4576,JNE3535-KR-S,JNE3535,S,Turquoise,KURTA,
4577,JNE3535-KR-XL,JNE3535,XL,Turquoise,KURTA,
4578,JNE3535-KR-XS,JNE3535,XS,Turquoise,KURTA,
4579,JNE3535-KR-XXL,JNE3535,XXL,Turquoise,KURTA,
4580,JNE3535-KR-XXXL,JNE3535,XXXL,Turquoise,KURTA,
4581,JNE3537-KR-L,JNE3537,L,Multicolor,KURTA,
4582,JNE3537-KR-M,JNE3537,M,Multicolor,KURTA,
4583,JNE3537-KR-S,JNE3537,S,Multicolor,KURTA,
4584,JNE3537-KR-XL,JNE3537,XL,Multicolor,KURTA,
4585,JNE3537-KR-XS,JNE3537,XS,Multicolor,KURTA,
4586,JNE3537-KR-XXL,JNE3537,XXL,Multicolor,KURTA,
4587,JNE3537-KR-XXXL,JNE3537,XXXL,Multicolor,KURTA,
4588,JNE3538-KR-L,JNE3538,L,Navy Blue,KURTA,
4589,JNE3538-KR-M,JNE3538,M,Navy Blue,KURTA,
4590,JNE3538-KR-S,JNE3538,S,Navy Blue,KURTA,
4591,JNE3538-KR-XL,JNE3538,XL,Navy Blue,KURTA,
4592,JNE3538-KR-XS,JNE3538,XS,Navy Blue,KURTA,
4593,JNE3538-KR-XXL,JNE3538,XXL,Navy Blue,KURTA,
4594,JNE3538-KR-XXXL,JNE3538,XXXL,Navy Blue,KURTA,
4595,JNE3539-KR-L,JNE3539,L,Cream,KURTA,
4596,JNE3539-KR-M,JNE3539,M,Cream,KURTA,
4597,JNE3539-KR-S,JNE3539,S,Cream,KURTA,
4598,JNE3539-KR-XL,JNE3539,XL,Cream,KURTA,
4599,JNE3539-KR-XS,JNE3539,XS,Cream,KURTA,
4600,JNE3539-KR-XXL,JNE3539,XXL,Cream,KURTA,
4601,JNE3539-KR-XXXL,JNE3539,XXXL,Cream,KURTA,
4602,JNE3541-KR-L,JNE3541,L,Maroon,KURTA,
4603,JNE3541-KR-M,JNE3541,M,Maroon,KURTA,
4604,JNE3541-KR-S,JNE3541,S,Maroon,KURTA,
4605,JNE3541-KR-XL,JNE3541,XL,Maroon,KURTA,
4606,JNE3541-KR-XS,JNE3541,XS,Maroon,KURTA,
4607,JNE3541-KR-XXXL,JNE3541,XXXL,Maroon,KURTA,
4608,JNE3542-KR-L,JNE3542,L,Cream,KURTA,
4609,JNE3542-KR-M,JNE3542,M,Cream,KURTA,
4610,JNE3542-KR-S,JNE3542,S,Cream,KURTA,
4611,JNE3542-KR-XL,JNE3542,XL,Cream,KURTA,
4612,JNE3542-KR-XS,JNE3542,XS,Cream,KURTA,
4613,JNE3542-KR-XXL,JNE3542,XXL,Cream,KURTA,
4614,JNE3542-KR-XXXL,JNE3542,XXXL,Cream,KURTA,
4615,JNE3543-KR-L,JNE3543,L,Cream,KURTA,
4616,JNE3543-KR-M,JNE3543,M,Cream,KURTA,
4617,JNE3543-KR-S,JNE3543,S,Cream,KURTA,
4618,JNE3543-KR-XL,JNE3543,XL,Cream,KURTA,
4619,JNE3543-KR-XS,JNE3543,XS,Cream,KURTA,
4620,JNE3543-KR-XXL,JNE3543,XXL,Cream,KURTA,
4621,JNE3543-KR-XXXL,JNE3543,XXXL,Cream,KURTA,
4622,JNE3544-KR-L,JNE3544,L,Green,KURTA,
4623,JNE3544-KR-M,JNE3544,M,Green,KURTA,
4624,JNE3544-KR-S,JNE3544,S,Green,KURTA,
4625,JNE3544-KR-XL,JNE3544,XL,Green,KURTA,
4626,JNE3544-KR-XS,JNE3544,XS,Green,KURTA,
4627,JNE3544-KR-XXL,JNE3544,XXL,Green,KURTA,
4628,JNE3544-KR-XXXL,JNE3544,XXXL,Green,KURTA,
4629,JNE3545-KR-L,JNE3545,L,Green,KURTA,
4630,JNE3545-KR-M,JNE3545,M,Green,KURTA,
4631,JNE3545-KR-S,JNE3545,S,Green,KURTA,
4632,JNE3545-KR-XL,JNE3545,XL,Green,KURTA,
4633,JNE3545-KR-XS,JNE3545,XS,Green,KURTA,
4634,JNE3545-KR-XXL,JNE3545,XXL,Green,KURTA,
4635,JNE3545-KR-XXXL,JNE3545,XXXL,Green,KURTA,
4636,JNE3546-KR-L,JNE3546,L,Blue,KURTA,
4637,JNE3546-KR-M,JNE3546,M,Blue,KURTA,
4638,JNE3546-KR-S,JNE3546,S,Blue,KURTA,
4639,JNE3546-KR-XL,JNE3546,XL,Blue,KURTA,
4640,JNE3546-KR-XS,JNE3546,XS,Blue,KURTA,
4641,JNE3546-KR-XXL,JNE3546,XXL,Blue,KURTA,
4642,JNE3546-KR-XXXL,JNE3546,XXXL,Blue,KURTA,
4643,JNE3547-KR-L,JNE3547,L,Turquoise Blue,KURTA,
4644,JNE3547-KR-M,JNE3547,M,Turquoise Blue,KURTA,
4645,JNE3547-KR-S,JNE3547,S,Turquoise Blue,KURTA,
4646,JNE3547-KR-XL,JNE3547,XL,Turquoise Blue,KURTA,
4647,JNE3547-KR-XS,JNE3547,XS,Turquoise Blue,KURTA,
4648,JNE3547-KR-XXL,JNE3547,XXL,Turquoise Blue,KURTA,
4649,JNE3547-KR-XXXL,JNE3547,XXXL,Turquoise Blue,KURTA,
4650,JNE3548-KR-L,JNE3548,L,Dark Blue,KURTA,
4651,JNE3548-KR-M,JNE3548,M,Dark Blue,KURTA,
4652,JNE3548-KR-S,JNE3548,S,Dark Blue,KURTA,
4653,JNE3548-KR-XL,JNE3548,XL,Dark Blue,KURTA,
4654,JNE3548-KR-XS,JNE3548,XS,Dark Blue,KURTA,
4655,JNE3548-KR-XXL,JNE3548,XXL,Dark Blue,KURTA,
4656,JNE3548-KR-XXXL,JNE3548,XXXL,Dark Blue,KURTA,
4657,JNE3549-KR-L,JNE3549,L,Maroon,KURTA,
4658,JNE3549-KR-M,JNE3549,M,Maroon,KURTA,
4659,JNE3549-KR-S,JNE3549,S,Maroon,KURTA,
4660,JNE3549-KR-XL,JNE3549,XL,Maroon,KURTA,
4661,JNE3549-KR-XS,JNE3549,XS,Maroon,KURTA,
4662,JNE3549-KR-XXL,JNE3549,XXL,Maroon,KURTA,
4663,JNE3549-KR-XXXL,JNE3549,XXXL,Maroon,KURTA,
4664,JNE3550-KR-L,JNE3550,L,Dark Green,KURTA,
4665,JNE3550-KR-M,JNE3550,M,Dark Green,KURTA,
4666,JNE3550-KR-S,JNE3550,S,Dark Green,KURTA,
4667,JNE3550-KR-XL,JNE3550,XL,Dark Green,KURTA,
4668,JNE3550-KR-XS,JNE3550,XS,Dark Green,KURTA,
4669,JNE3550-KR-XXL,JNE3550,XXL,Dark Green,KURTA,
4670,JNE3550-KR-XXXL,JNE3550,XXXL,Dark Green,KURTA,
4671,JNE3553-KR-L,JNE3553,L,Navy Blue,KURTA,
4672,JNE3553-KR-M,JNE3553,M,Navy Blue,KURTA,
4673,JNE3553-KR-S,JNE3553,S,Navy Blue,KURTA,
4674,JNE3553-KR-XL,JNE3553,XL,Navy Blue,KURTA,
4675,JNE3553-KR-XS,JNE3553,XS,Navy Blue,KURTA,
4676,JNE3553-KR-XXL,JNE3553,XXL,Navy Blue,KURTA,
4677,JNE3553-KR-XXXL,JNE3553,XXXL,Navy Blue,KURTA,
4678,JNE3554-KR-L,JNE3554,L,Yellow,KURTA,
4679,JNE3554-KR-M,JNE3554,M,Yellow,KURTA,
4680,JNE3554-KR-S,JNE3554,S,Yellow,KURTA,
4681,JNE3554-KR-XL,JNE3554,XL,Yellow,KURTA,
4682,JNE3554-KR-XXL,JNE3554,XXL,Yellow,KURTA,
4683,JNE3554-KR-XXXL,JNE3554,XXXL,Yellow,KURTA,
4684,JNE3555-KR-L,JNE3555,L,Maroon,KURTA,
4685,JNE3555-KR-M,JNE3555,M,Maroon,KURTA,
4686,JNE3555-KR-S,JNE3555,S,Maroon,KURTA,
4687,JNE3555-KR-XL,JNE3555,XL,Maroon,KURTA,
4688,JNE3555-KR-XS,JNE3555,XS,Maroon,KURTA,
4689,JNE3555-KR-XXL,JNE3555,XXL,Maroon,KURTA,
4690,JNE3555-KR-XXXL,JNE3555,XXXL,Maroon,KURTA,
4691,JNE3556-KR-L,JNE3556,L,Grey,KURTA,
4692,JNE3556-KR-M,JNE3556,M,Grey,KURTA,
4693,JNE3556-KR-S,JNE3556,S,Grey,KURTA,
4694,JNE3556-KR-XL,JNE3556,XL,Grey,KURTA,
4695,JNE3556-KR-XS,JNE3556,XS,Grey,KURTA,
4696,JNE3556-KR-XXL,JNE3556,XXL,Grey,KURTA,
4697,JNE3556-KR-XXXL,JNE3556,XXXL,Grey,KURTA,
4698,JNE3557-KR-L,JNE3557,L,Black,KURTA,
4699,JNE3557-KR-M,JNE3557,M,Black,KURTA,
4700,JNE3557-KR-S,JNE3557,S,Black,KURTA,
4701,JNE3557-KR-XL,JNE3557,XL,Black,KURTA,
4702,JNE3557-KR-XXL,JNE3557,XXL,Black,KURTA,
4703,JNE3558-KR-L,JNE3558,L,Pink,KURTA,
4704,JNE3558-KR-M,JNE3558,M,Pink,KURTA,
4705,JNE3558-KR-S,JNE3558,S,Pink,KURTA,
4706,JNE3558-KR-XL,JNE3558,XL,Pink,KURTA,
4707,JNE3558-KR-XS,JNE3558,XS,Pink,KURTA,
4708,JNE3558-KR-XXL,JNE3558,XXL,Pink,KURTA,
4709,JNE3558-KR-XXXL,JNE3558,XXXL,Pink,KURTA,
4710,JNE3559-KR-L,JNE3559,L,Grey,KURTA,
4711,JNE3559-KR-M,JNE3559,M,Grey,KURTA,
4712,JNE3559-KR-S,JNE3559,S,Grey,KURTA,
4713,JNE3559-KR-XL,JNE3559,XL,Grey,KURTA,
4714,JNE3559-KR-XS,JNE3559,XS,Grey,KURTA,
4715,JNE3559-KR-XXL,JNE3559,XXL,Grey,KURTA,
4716,JNE3559-KR-XXXL,JNE3559,XXXL,Grey,KURTA,
4717,JNE3560-KR-L,JNE3560,L,Blue,KURTA,
4718,JNE3560-KR-M,JNE3560,M,Blue,KURTA,
4719,JNE3560-KR-S,JNE3560,S,Blue,KURTA,
4720,JNE3560-KR-XL,JNE3560,XL,Blue,KURTA,
4721,JNE3560-KR-XS,JNE3560,XS,Blue,KURTA,
4722,JNE3560-KR-XXL,JNE3560,XXL,Blue,KURTA,
4723,JNE3560-KR-XXXL,JNE3560,XXXL,Blue,KURTA,
4724,JNE3561-KR-L,JNE3561,L,Beige,KURTA,
4725,JNE3561-KR-M,JNE3561,M,Beige,KURTA,
4726,JNE3561-KR-S,JNE3561,S,Beige,KURTA,
4727,JNE3561-KR-XL,JNE3561,XL,Beige,KURTA,
4728,JNE3561-KR-XS,JNE3561,XS,Beige,KURTA,
4729,JNE3561-KR-XXL,JNE3561,XXL,Beige,KURTA,
4730,JNE3561-KR-XXXL,JNE3561,XXXL,Beige,KURTA,
4731,JNE3562-KR-L,JNE3562,L,Peach,KURTA,
4732,JNE3562-KR-M,JNE3562,M,Peach,KURTA,
4733,JNE3562-KR-S,JNE3562,S,Peach,KURTA,
4734,JNE3562-KR-XL,JNE3562,XL,Peach,KURTA,
4735,JNE3562-KR-XXL,JNE3562,XXL,Peach,KURTA,
4736,JNE3563-KR-L,JNE3563,L,Pink,KURTA,
4737,JNE3563-KR-M,JNE3563,M,Pink,KURTA,
4738,JNE3563-KR-S,JNE3563,S,Pink,KURTA,
4739,JNE3563-KR-XL,JNE3563,XL,Pink,KURTA,
4740,JNE3563-KR-XS,JNE3563,XS,Pink,KURTA,
4741,JNE3563-KR-XXL,JNE3563,XXL,Pink,KURTA,
4742,JNE3563-KR-XXXL,JNE3563,XXXL,Pink,KURTA,
4743,JNE3564-KR-L,JNE3564,L,Black,KURTA,
4744,JNE3564-KR-M,JNE3564,M,Black,KURTA,
4745,JNE3564-KR-S,JNE3564,S,Black,KURTA,
4746,JNE3564-KR-XL,JNE3564,XL,Black,KURTA,
4747,JNE3564-KR-XS,JNE3564,XS,Black,KURTA,
4748,JNE3564-KR-XXL,JNE3564,XXL,Black,KURTA,
4749,JNE3564-KR-XXXL,JNE3564,XXXL,Black,KURTA,
4750,JNE3565-KR-L,JNE3565,L,Brown,KURTA,
4751,JNE3565-KR-M,JNE3565,M,Brown,KURTA,
4752,JNE3565-KR-S,JNE3565,S,Brown,KURTA,
4753,JNE3565-KR-XL,JNE3565,XL,Brown,KURTA,
4754,JNE3565-KR-XS,JNE3565,XS,Brown,KURTA,
4755,JNE3565-KR-XXL,JNE3565,XXL,Brown,KURTA,
4756,JNE3565-KR-XXXL,JNE3565,XXXL,Brown,KURTA,
4757,JNE3566-KR-L,JNE3566,L,Dark Green,KURTA,
4758,JNE3566-KR-M,JNE3566,M,Dark Green,KURTA,
4759,JNE3566-KR-S,JNE3566,S,Dark Green,KURTA,
4760,JNE3566-KR-XL,JNE3566,XL,Dark Green,KURTA,
4761,JNE3566-KR-XXL,JNE3566,XXL,Dark Green,KURTA,
4762,JNE3567-KR-L,JNE3567,L,Blue,KURTA,
4763,JNE3567-KR-M,JNE3567,M,Blue,KURTA,
4764,JNE3567-KR-S,JNE3567,S,Blue,KURTA,
4765,JNE3567-KR-XL,JNE3567,XL,Blue,KURTA,
4766,JNE3567-KR-XS,JNE3567,XS,Blue,KURTA,
4767,JNE3567-KR-XXL,JNE3567,XXL,Blue,KURTA,
4768,JNE3567-KR-XXXL,JNE3567,XXXL,Blue,KURTA,
4769,JNE3568-KR-L,JNE3568,L,Yellow,KURTA,
4770,JNE3568-KR-M,JNE3568,M,Yellow,KURTA,
4771,JNE3568-KR-S,JNE3568,S,Yellow,KURTA,
4772,JNE3568-KR-XL,JNE3568,XL,Yellow,KURTA,
4773,JNE3568-KR-XS,JNE3568,XS,Yellow,KURTA,
4774,JNE3568-KR-XXL,JNE3568,XXL,Yellow,KURTA,
4775,JNE3568-KR-XXXL,JNE3568,XXXL,Yellow,KURTA,
4776,JNE3570-KR-L,JNE3570,L,Light Green,KURTA,
4777,JNE3570-KR-M,JNE3570,M,Light Green,KURTA,
4778,JNE3570-KR-S,JNE3570,S,Light Green,KURTA,
4779,JNE3570-KR-XL,JNE3570,XL,Light Green,KURTA,
4780,JNE3570-KR-XS,JNE3570,XS,Light Green,KURTA,
4781,JNE3570-KR-XXL,JNE3570,XXL,Light Green,KURTA,
4782,JNE3570-KR-XXXL,JNE3570,XXXL,Light Green,KURTA,
4783,JNE3571-KR-L,JNE3571,L,Sea Green,KURTA,
4784,JNE3571-KR-M,JNE3571,M,Sea Green,KURTA,
4785,JNE3571-KR-S,JNE3571,S,Sea Green,KURTA,
4786,JNE3571-KR-XL,JNE3571,XL,Sea Green,KURTA,
4787,JNE3571-KR-XS,JNE3571,XS,Sea Green,KURTA,
4788,JNE3571-KR-XXL,JNE3571,XXL,Sea Green,KURTA,
4789,JNE3571-KR-XXXL,JNE3571,XXXL,Sea Green,KURTA,
4790,JNE3572-KR-XL,JNE3572,XL,Pink,KURTA,
4791,JNE3573-KR-L,JNE3573,L,Grey,KURTA,
4792,JNE3573-KR-M,JNE3573,M,Grey,KURTA,
4793,JNE3573-KR-S,JNE3573,S,Grey,KURTA,
4794,JNE3573-KR-XL,JNE3573,XL,Grey,KURTA,
4795,JNE3573-KR-XS,JNE3573,XS,Grey,KURTA,
4796,JNE3573-KR-XXL,JNE3573,XXL,Grey,KURTA,
4797,JNE3573-KR-XXXL,JNE3573,XXXL,Grey,KURTA,
4798,JNE3574-KR-L,JNE3574,L,Light Green,KURTA,
4799,JNE3574-KR-M,JNE3574,M,Light Green,KURTA,
4800,JNE3574-KR-S,JNE3574,S,Light Green,KURTA,
4801,JNE3574-KR-XL,JNE3574,XL,Light Green,KURTA,
4802,JNE3574-KR-XS,JNE3574,XS,Light Green,KURTA,
4803,JNE3574-KR-XXL,JNE3574,XXL,Light Green,KURTA,
4804,JNE3574-KR-XXXL,JNE3574,XXXL,Light Green,KURTA,
4805,JNE3575-KR-L,JNE3575,L,Pink,KURTA,
4806,JNE3575-KR-M,JNE3575,M,Pink,KURTA,
4807,JNE3575-KR-S,JNE3575,S,Pink,KURTA,
4808,JNE3575-KR-XL,JNE3575,XL,Pink,KURTA,
4809,JNE3575-KR-XS,JNE3575,XS,Pink,KURTA,
4810,JNE3575-KR-XXL,JNE3575,XXL,Pink,KURTA,
4811,JNE3575-KR-XXXL,JNE3575,XXXL,Pink,KURTA,
4812,JNE3576-KR-L,JNE3576,L,Black,KURTA,
4813,JNE3576-KR-M,JNE3576,M,Black,KURTA,
4814,JNE3576-KR-S,JNE3576,S,Black,KURTA,
4815,JNE3576-KR-XL,JNE3576,XL,Black,KURTA,
4816,JNE3576-KR-XS,JNE3576,XS,Black,KURTA,
4817,JNE3576-KR-XXL,JNE3576,XXL,Black,KURTA,
4818,JNE3576-KR-XXXL,JNE3576,XXXL,Black,KURTA,
4819,JNE3577-KR-L,JNE3577,L,Pink,KURTA,
4820,JNE3577-KR-M,JNE3577,M,Pink,KURTA,
4821,JNE3577-KR-S,JNE3577,S,Pink,KURTA,
4822,JNE3577-KR-XL,JNE3577,XL,Pink,KURTA,
4823,JNE3577-KR-XS,JNE3577,XS,Pink,KURTA,
4824,JNE3577-KR-XXL,JNE3577,XXL,Pink,KURTA,
4825,JNE3577-KR-XXXL,JNE3577,XXXL,Pink,KURTA,
4826,JNE3578-KR-L,JNE3578,L,Yellow,KURTA,
4827,JNE3578-KR-M,JNE3578,M,Yellow,KURTA,
4828,JNE3578-KR-S,JNE3578,S,Yellow,KURTA,
4829,JNE3578-KR-XL,JNE3578,XL,Yellow,KURTA,
4830,JNE3578-KR-XS,JNE3578,XS,Yellow,KURTA,
4831,JNE3578-KR-XXL,JNE3578,XXL,Yellow,KURTA,
4832,JNE3578-KR-XXXL,JNE3578,XXXL,Yellow,KURTA,
4833,JNE3579-KR-L,JNE3579,L,Grey,KURTA,
4834,JNE3579-KR-M,JNE3579,M,Grey,KURTA,
4835,JNE3579-KR-S,JNE3579,S,Grey,KURTA,
4836,JNE3579-KR-XL,JNE3579,XL,Grey,KURTA,
4837,JNE3579-KR-XS,JNE3579,XS,Grey,KURTA,
4838,JNE3579-KR-XXL,JNE3579,XXL,Grey,KURTA,
4839,JNE3579-KR-XXXL,JNE3579,XXXL,Grey,KURTA,
4840,JNE3580-DR-L,JNE3580,L,Pink,DRESS,
4841,JNE3580-DR-M,JNE3580,M,Pink,DRESS,
4842,JNE3580-DR-S,JNE3580,S,Pink,DRESS,
4843,JNE3580-DR-XL,JNE3580,XL,Pink,DRESS,
4844,JNE3580-DR-XS,JNE3580,XS,Pink,DRESS,
4845,JNE3580-DR-XXL,JNE3580,XXL,Pink,DRESS,
4846,JNE3580-DR-XXXL,JNE3580,XXXL,Pink,DRESS,
4847,JNE3581-KR-L,JNE3581,L,Pink,KURTA,
4848,JNE3581-KR-M,JNE3581,M,Pink,KURTA,
4849,JNE3581-KR-S,JNE3581,S,Pink,KURTA,
4850,JNE3581-KR-XL,JNE3581,XL,Pink,KURTA,
4851,JNE3581-KR-XXL,JNE3581,XXL,Pink,KURTA,
4852,JNE3601-KR-L,JNE3601,L,Light Green,KURTA,
4853,JNE3601-KR-M,JNE3601,M,Light Green,KURTA,
4854,JNE3601-KR-S,JNE3601,S,Light Green,KURTA,
4855,JNE3601-KR-XL,JNE3601,XL,Light Green,KURTA,
4856,JNE3601-KR-XS,JNE3601,XS,Light Green,KURTA,
4857,JNE3601-KR-XXL,JNE3601,XXL,Light Green,KURTA,
4858,JNE3601-KR-XXXL,JNE3601,XXXL,Light Green,KURTA,
4859,JNE3602-KR-L,JNE3602,L,Pink,KURTA,
4860,JNE3602-KR-M,JNE3602,M,Pink,KURTA,
4861,JNE3602-KR-S,JNE3602,S,Pink,KURTA,
4862,JNE3602-KR-XL,JNE3602,XL,Pink,KURTA,
4863,JNE3602-KR-XS,JNE3602,XS,Pink,KURTA,
4864,JNE3602-KR-XXL,JNE3602,XXL,Pink,KURTA,
4865,JNE3602-KR-XXXL,JNE3602,XXXL,Pink,KURTA,
4866,JNE3603-KR-L,JNE3603,L,Wine,KURTA,
4867,JNE3603-KR-M,JNE3603,M,Wine,KURTA,
4868,JNE3603-KR-S,JNE3603,S,Wine,KURTA,
4869,JNE3603-KR-XL,JNE3603,XL,Wine,KURTA,
4870,JNE3603-KR-XS,JNE3603,XS,Wine,KURTA,
4871,JNE3603-KR-XXL,JNE3603,XXL,Wine,KURTA,
4872,JNE3603-KR-XXXL,JNE3603,XXXL,Wine,KURTA,
4873,JNE3604-KR-L,JNE3604,L,Magenta,KURTA,
4874,JNE3604-KR-M,JNE3604,M,Magenta,KURTA,
4875,JNE3604-KR-S,JNE3604,S,Magenta,KURTA,
4876,JNE3604-KR-XL,JNE3604,XL,Magenta,KURTA,
4877,JNE3604-KR-XS,JNE3604,XS,Magenta,KURTA,
4878,JNE3604-KR-XXL,JNE3604,XXL,Magenta,KURTA,
4879,JNE3604-KR-XXXL,JNE3604,XXXL,Magenta,KURTA,
4880,JNE3605-KR-L,JNE3605,L,Pink,KURTA,
4881,JNE3605-KR-M,JNE3605,M,Pink,KURTA,
4882,JNE3605-KR-S,JNE3605,S,Pink,KURTA,
4883,JNE3605-KR-XL,JNE3605,XL,Pink,KURTA,
4884,JNE3605-KR-XS,JNE3605,XS,Pink,KURTA,
4885,JNE3605-KR-XXL,JNE3605,XXL,Pink,KURTA,
4886,JNE3605-KR-XXXL,JNE3605,XXXL,Pink,KURTA,
4887,JNE3606-KR-L,JNE3606,L,Beige,KURTA,
4888,JNE3606-KR-M,JNE3606,M,Beige,KURTA,
4889,JNE3606-KR-S,JNE3606,S,Beige,KURTA,
4890,JNE3606-KR-XL,JNE3606,XL,Beige,KURTA,
4891,JNE3606-KR-XS,JNE3606,XS,Beige,KURTA,
4892,JNE3606-KR-XXL,JNE3606,XXL,Beige,KURTA,
4893,JNE3606-KR-XXXL,JNE3606,XXXL,Beige,KURTA,
4894,JNE3607-KR-L,JNE3607,L,Maroon,KURTA,
4895,JNE3607-KR-M,JNE3607,M,Maroon,KURTA,
4896,JNE3607-KR-S,JNE3607,S,Maroon,KURTA,
4897,JNE3607-KR-XL,JNE3607,XL,Maroon,KURTA,
4898,JNE3607-KR-XS,JNE3607,XS,Maroon,KURTA,
4899,JNE3607-KR-XXL,JNE3607,XXL,Maroon,KURTA,
4900,JNE3607-KR-XXXL,JNE3607,XXXL,Maroon,KURTA,
4901,JNE3608-KR-L,JNE3608,L,Maroon,KURTA,
4902,JNE3608-KR-M,JNE3608,M,Maroon,KURTA,
4903,JNE3608-KR-S,JNE3608,S,Maroon,KURTA,
4904,JNE3608-KR-XL,JNE3608,XL,Maroon,KURTA,
4905,JNE3608-KR-XS,JNE3608,XS,Maroon,KURTA,
4906,JNE3608-KR-XXL,JNE3608,XXL,Maroon,KURTA,
4907,JNE3608-KR-XXXL,JNE3608,XXXL,Maroon,KURTA,
4908,JNE3609-KR-L,JNE3609,L,White,KURTA,
4909,JNE3609-KR-M,JNE3609,M,White,KURTA,
4910,JNE3609-KR-S,JNE3609,S,White,KURTA,
4911,JNE3609-KR-XL,JNE3609,XL,White,KURTA,
4912,JNE3609-KR-XS,JNE3609,XS,White,KURTA,
4913,JNE3609-KR-XXL,JNE3609,XXL,White,KURTA,
4914,JNE3609-KR-XXXL,JNE3609,XXXL,White,KURTA,
4915,JNE3610-KR-L,JNE3610,L,TEAL GREEN ,KURTA,
4916,JNE3610-KR-M,JNE3610,M,TEAL GREEN ,KURTA,
4917,JNE3610-KR-S,JNE3610,S,TEAL GREEN ,KURTA,
4918,JNE3610-KR-XL,JNE3610,XL,TEAL GREEN ,KURTA,
4919,JNE3610-KR-XS,JNE3610,XS,TEAL GREEN ,KURTA,
4920,JNE3610-KR-XXL,JNE3610,XXL,TEAL GREEN ,KURTA,
4921,JNE3610-KR-XXXL,JNE3610,XXXL,TEAL GREEN ,KURTA,
4922,JNE3611-KR-L,JNE3611,L,Black,KURTA,
4923,JNE3611-KR-M,JNE3611,M,Black,KURTA,
4924,JNE3611-KR-S,JNE3611,S,Black,KURTA,
4925,JNE3611-KR-XL,JNE3611,XL,Black,KURTA,
4926,JNE3611-KR-XS,JNE3611,XS,Black,KURTA,
4927,JNE3611-KR-XXL,JNE3611,XXL,Black,KURTA,
4928,JNE3611-KR-XXXL,JNE3611,XXXL,Black,KURTA,
4929,JNE3612-KR-L,JNE3612,L,Light Green,KURTA,
4930,JNE3612-KR-M,JNE3612,M,Light Green,KURTA,
4931,JNE3612-KR-S,JNE3612,S,Light Green,KURTA,
4932,JNE3612-KR-XL,JNE3612,XL,Light Green,KURTA,
4933,JNE3612-KR-XS,JNE3612,XS,Light Green,KURTA,
4934,JNE3612-KR-XXL,JNE3612,XXL,Light Green,KURTA,
4935,JNE3612-KR-XXXL,JNE3612,XXXL,Light Green,KURTA,
4936,JNE3613-KR-L,JNE3613,L,Teal,KURTA,
4937,JNE3613-KR-M,JNE3613,M,Teal,KURTA,
4938,JNE3613-KR-S,JNE3613,S,Teal,KURTA,
4939,JNE3613-KR-XL,JNE3613,XL,Teal,KURTA,
4940,JNE3613-KR-XS,JNE3613,XS,Teal,KURTA,
4941,JNE3613-KR-XXL,JNE3613,XXL,Teal,KURTA,
4942,JNE3613-KR-XXXL,JNE3613,XXXL,Teal,KURTA,
4943,JNE3614-KR-L,JNE3614,L,TEAL GREEN ,KURTA,
4944,JNE3614-KR-M,JNE3614,M,TEAL GREEN ,KURTA,
4945,JNE3614-KR-S,JNE3614,S,TEAL GREEN ,KURTA,
4946,JNE3614-KR-XL,JNE3614,XL,TEAL GREEN ,KURTA,
4947,JNE3614-KR-XS,JNE3614,XS,TEAL GREEN ,KURTA,
4948,JNE3614-KR-XXL,JNE3614,XXL,TEAL GREEN ,KURTA,
4949,JNE3614-KR-XXXL,JNE3614,XXXL,TEAL GREEN ,KURTA,
4950,JNE3615-KR-L,JNE3615,L,Navy Blue,KURTA,
4951,JNE3615-KR-M,JNE3615,M,Navy Blue,KURTA,
4952,JNE3615-KR-S,JNE3615,S,Navy Blue,KURTA,
4953,JNE3615-KR-XL,JNE3615,XL,Navy Blue,KURTA,
4954,JNE3615-KR-XS,JNE3615,XS,Navy Blue,KURTA,
4955,JNE3615-KR-XXL,JNE3615,XXL,Navy Blue,KURTA,
4956,JNE3615-KR-XXXL,JNE3615,XXXL,Navy Blue,KURTA,
4957,JNE3616-KR-L,JNE3616,L,Maroon,KURTA,
4958,JNE3616-KR-M,JNE3616,M,Maroon,KURTA,
4959,JNE3616-KR-S,JNE3616,S,Maroon,KURTA,
4960,JNE3616-KR-XL,JNE3616,XL,Maroon,KURTA,
4961,JNE3616-KR-XS,JNE3616,XS,Maroon,KURTA,
4962,JNE3616-KR-XXL,JNE3616,XXL,Maroon,KURTA,
4963,JNE3616-KR-XXXL,JNE3616,XXXL,Maroon,KURTA,
4964,JNE3617-KR-L,JNE3617,L,Black,KURTA,
4965,JNE3617-KR-M,JNE3617,M,Black,KURTA,
4966,JNE3617-KR-S,JNE3617,S,Black,KURTA,
4967,JNE3617-KR-XL,JNE3617,XL,Black,KURTA,
4968,JNE3617-KR-XS,JNE3617,XS,Black,KURTA,
4969,JNE3617-KR-XXL,JNE3617,XXL,Black,KURTA,
4970,JNE3617-KR-XXXL,JNE3617,XXXL,Black,KURTA,
4971,JNE3618-KR-L,JNE3618,L,Teal,KURTA,
4972,JNE3618-KR-M,JNE3618,M,Teal,KURTA,
4973,JNE3618-KR-S,JNE3618,S,Teal,KURTA,
